מזהה,סוג,"מק""ט",Name,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של מחיר המבצע,תאריך סיום של מחיר המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה,מחיר מבצע,מחיר רגיל,Categories,תגיות,Shipping class,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,שיוך 2 שמות,שיוך 2 ערכים,שיוך 2 פריטים מוצגים,שיוך 2 פריטים גלובליים,כלים: _wp_page_template,כלים: _wpml_word_count,כלים: _wpml_media_featured,כלים: _wpml_media_duplicate
9353,simple,413904,מזל טוב- כחול מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9354,simple,413905,אלף נשיקות בצורת לב מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9355,simple,413906,דמויות וצורות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9356,simple,413907,חד קרן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9357,simple,413908,ערכת חד קרן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,39,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9358,simple,413909,כדורגל מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9359,simple,413910,כדורסל מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9360,simple,413911,נעלי כדורגל מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9361,simple,413912,שבת שלום עם נרות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9362,simple,413913,לגו צבעוני מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9363,simple,413914,אביזרי איפור מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9364,simple,413915,כלה עם שיער חום מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9365,simple,413916,כלה עם שיער צהוב מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9366,simple,413917,חתן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9367,simple,413918,תינוק מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9368,simple,413919,תינוקת מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9369,simple,413920,בת הים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9370,simple,413921,פלמנגו מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9371,simple,413922,לאמה מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9372,simple,413923,אריה מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9373,simple,413924,ג'ירף צהוב מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9374,simple,413925,ג'ירף כתום מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9375,simple,413926,פיל אפור מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9376,simple,413927,פיל כחול מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9377,simple,413928,ארנב לבן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9378,simple,413929,ארנב ורוד מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9379,simple,413930,קוף מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9380,simple,413931,חתול לבן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9381,simple,413932,חתול אפור מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9382,simple,413933,פרפרים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9383,simple,413934,שושנים ורודים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9384,simple,413935,שושנים אדומים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9385,simple,413936,שושנים סגולות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9386,simple,413937,שושנים לבנים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9387,simple,413938,מיני שושנים לבנים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9388,simple,413939,מיני שושנים כתומים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9389,simple,413940,מיני שושנים כחולים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9390,simple,413941,לבבות אדומים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9391,simple,413942,לבבות אדומים על קיסם מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9392,simple,413943,לבבות ורודים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9393,simple,413944,לבבות ורודים על קיסם מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9394,simple,413945,כוכבים צבעוניים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9395,simple,413946,קשת בענן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,26,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9396,simple,413947,פרחים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9397,simple,413948,פרחים על קיסמים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9398,simple,413949,כתרים על קיסמים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9399,simple,413950,מכוניות צבעוניות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9400,simple,413951,טרקטורים ומשאיות על קיסם מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9401,simple,413952,כבאית אש מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9402,simple,413953,חמישה בלונים צבעוניים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אירוח לכל גיל > גיוס קל ונעים,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9403,simple,413954,בצק סוכר ,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,מחיר,,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,כמות,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9404,simple,413955,בצק סוכר כחול,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,9,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,150גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9405,simple,413956,בצק סוכר ירוק,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,9,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,150גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9406,simple,413957,בצק סוכר צהוב,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,9,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,150גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9407,simple,413958,בצק סוכר אדום,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,9,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,150גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9408,simple,413959,בצק סוכר ורוד,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,9,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,150גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9409,simple,413960,בצק סוכר שחור,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,9,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,150גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9410,simple,413961,בצק סוכר לבן,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,13,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,250גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9411,simple,413962,בצק סוכר לבן,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,600גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9412,simple,413963,בצק סוכר לבן ,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,31,אפייה ועוגות > בצק סוכר במשקל,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,1קילו,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9413,simple,413964,תערובת להכנת מרנג,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אפייה ועוגות > חומרי גלם,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,100גרם,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9414,simple,413965,חבילת מרציפן צבעוני,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,16,אפייה ועוגות > חומרי גלם,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9415,simple,413966,חבילת מרציפן,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,79,אפייה ועוגות > חומרי גלם,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,1קילו,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9416,simple,413967,בהצלחה לחייל מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
