מזהה,סוג,"מק""ט",Name,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של מחיר המבצע,תאריך סיום של מחיר המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה,מחיר מבצע,מחיר רגיל,Categories,תגיות,Shipping class,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,שיוך 2 שמות,שיוך 2 ערכים,שיוך 2 פריטים מוצגים,שיוך 2 פריטים גלובליים,כלים: _wp_page_template,כלים: _wpml_word_count,כלים: _wpml_media_featured,כלים: _wpml_media_duplicate
9417,simple,413968,בהצלחה לחיילת מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9418,simple,413969,שלט עגול מזל טוב מבצק סוכר- כחול,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9419,simple,413970,שלט עגול מזל טוב מבצק סוכר- ורוד,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9420,simple,413971,שלט מרובע יום הולדת שמח מבצק סוכר-כחול,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9421,simple,413972,שלט מרובע יום הולדת שמח מבצק סוכר-ורוד,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9422,simple,413973,שלט יום הולדת שמח מבצק סוכר-כחול,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,18,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9423,simple,413974,שלט יום הולדת שמח מבצק סוכר-ורוד,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,18,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9424,simple,413975,שלט מזל טוב מבצק סוכר-כחול,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,18,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9425,simple,413976,שלט מזל טוב מבצק סוכר-ורוד,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,18,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9426,simple,413977,יום הולדת שמח-צבעוני מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9427,simple,413978,יום הולדת שמח- כחול מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9428,simple,413979,יום הולדת שמח- ורוד מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9429,simple,413980,מזל טוב- ורוד מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9430,simple,413981,מזל טוב- כחול מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,25,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9431,simple,413982,אלף נשיקות בצורת לב מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9432,simple,413983,דמויות וצורות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9433,simple,413984,חד קרן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9434,simple,413985,ערכת חד קרן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,39,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9435,simple,413986,כדורגל מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9436,simple,413987,כדורסל מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9437,simple,413988,נעלי כדורגל מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9438,simple,413989,שבת שלום עם נרות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,23,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9439,simple,413990,לגו צבעוני מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9440,simple,413991,אביזרי איפור מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9441,simple,413992,כלה עם שיער חום מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9442,simple,413993,כלה עם שיער צהוב מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9443,simple,413994,חתן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9444,simple,413995,תינוק מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9445,simple,413996,תינוקת מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9446,simple,413997,בת הים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,29,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9447,simple,413998,פלמנגו מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9448,simple,413999,לאמה מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9449,simple,414000,אריה מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9450,simple,414001,ג'ירף צהוב מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9451,simple,414002,ג'ירף כתום מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9452,simple,414003,פיל אפור מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9453,simple,414004,פיל כחול מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9454,simple,414005,ארנב לבן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9455,simple,414006,ארנב ורוד מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9456,simple,414007,קוף מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9457,simple,414008,חתול לבן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9458,simple,414009,חתול אפור מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9459,simple,414010,פרפרים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9460,simple,414011,שושנים ורודים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9461,simple,414012,שושנים אדומים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9462,simple,414013,שושנים סגולות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9463,simple,414014,שושנים לבנים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9464,simple,414015,מיני שושנים לבנים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9465,simple,414016,מיני שושנים כתומים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9466,simple,414017,מיני שושנים כחולים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9467,simple,414018,לבבות אדומים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9468,simple,414019,לבבות אדומים על קיסם מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9469,simple,414020,לבבות ורודים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9470,simple,414021,לבבות ורודים על קיסם מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9471,simple,414022,כוכבים צבעוניים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9472,simple,414023,קשת בענן מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,26,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9473,simple,414024,פרחים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9474,simple,414025,פרחים על קיסמים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9475,simple,414026,כתרים על קיסמים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9476,simple,414027,מכוניות צבעוניות מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9477,simple,414028,טרקטורים ומשאיות על קיסם מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9478,simple,414029,כבאית אש מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,32,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
9479,simple,414030,חמישה בלונים צבעוניים מבצק סוכר,1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,22,אפייה ועוגות > דמויות וצורות מבצק סוכר ,,,https://celebrationbyorel.com/wp-content/uploads/2019/11/ORELOGO.png,,,,,,,,,0,כמות,,1,1,גודל,,1,1,default,"{""total"":26,""to_translate"":{""en"":26}}",1,1
